,SubNum,Include,level_0,index,trial_type,trial_index,time_elapsed,rt,response,control_level,task_id,screen_id,scale,scale_2,difference,difference_2,Key_Release_sim_x,Key_Release_sim_y,Key_Release_p1_x,Key_Release_p1_y,Correlation_x,Correlation_y,block
1,3,1,1,128,html-slider-response,128,632678,2949.0,13.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,13.0,0.0,6.0,10.0,10.0,17.0,0.5467259395152949,0.20939946158583955,4
2,3,1,2,165,html-slider-response,165,783373,3551.0,18.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,18.0,0.0,11.0,10.0,15.0,25.0,-0.11654486549095985,-0.012496943303382795,5
4,3,1,4,199,html-slider-response,199,952309,3444.0,15.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,15.0,0.0,9.0,9.0,9.0,13.0,0.3049720314795741,0.2823252804215312,1
7,3,1,7,28,html-slider-response,28,127873,2820.0,10.0,0.1,question_agency,question_agency_line,0.0,0.0,0.0,0.0,7.0,8.0,19.0,12.0,-0.0731549880972216,0.03859764073394124,2
10,3,1,10,71,html-slider-response,71,333659,4291.0,25.0,0.1,question_agency,question_agency_line,0.0,0.0,15.0,0.0,6.0,4.0,19.0,23.0,0.13047514143492878,-0.24873702972327905,3
6,3,1,6,120,html-slider-response,120,547724,3448.0,34.0,0.1,question_agency,question_agency_line,0.0,0.0,24.0,0.0,6.0,6.0,9.0,21.0,0.09998566918530732,-0.19477056316192776,4
8,3,1,8,131,html-slider-response,131,646456,5433.0,12.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,2.0,0.0,8.0,5.0,14.0,17.0,-0.0001350742694169644,0.11477108659468191,5
9,3,1,9,162,html-slider-response,162,770806,5574.0,13.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,3.0,0.0,8.0,6.0,5.0,19.0,0.014749735760554534,-0.04156511103134215,1
11,3,1,11,193,html-slider-response,193,928622,32064.0,16.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,6.0,0.0,10.0,11.0,16.0,31.0,-0.02341846989454054,0.3726648659065361,2
17,3,1,17,34,html-slider-response,34,154553,5126.0,15.0,0.2,question_agency,question_agency_line,0.0,0.0,-5.0,0.0,6.0,6.0,25.0,31.0,-0.06264189078583528,0.392204697540329,3
13,3,1,13,83,html-slider-response,83,394953,4668.0,39.0,0.2,question_agency,question_agency_line,0.0,0.0,19.0,0.0,6.0,8.0,4.0,22.0,-0.17655039884882207,-0.02380337975205084,4
12,3,1,12,99,html-slider-response,99,460620,6279.0,46.0,0.2,question_agency,question_agency_line,0.0,0.0,26.0,0.0,6.0,6.0,3.0,9.0,0.11016940073425051,-0.2526664497301941,5
15,3,1,15,146,html-slider-response,146,706587,3412.0,14.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-6.0,0.0,7.0,6.0,15.0,22.0,-0.08987656579407063,-0.3964635314394895,1
14,3,1,14,186,html-slider-response,186,873250,2400.0,16.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-4.0,0.0,7.0,7.0,14.0,21.0,0.0030077555761395215,-0.2761608294282854,2
16,3,1,16,217,html-slider-response,217,1039908,16433.0,7.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-13.0,0.0,8.0,6.0,16.0,19.0,0.270003597190292,-0.09208253307428022,3
23,3,1,23,31,html-slider-response,31,140415,3529.0,22.0,0.3,question_agency,question_agency_line,0.0,0.0,-8.0,0.0,7.0,7.0,23.0,28.0,-0.06777518397146896,-0.02197472610046932,4
18,3,1,18,77,html-slider-response,77,360566,2948.0,26.0,0.3,question_agency,question_agency_line,0.0,0.0,-4.0,0.0,6.0,6.0,7.0,7.0,-0.447001674560521,0.04949144411975618,5
22,3,1,22,96,html-slider-response,96,445335,3091.0,37.0,0.3,question_agency,question_agency_line,0.0,0.0,7.0,0.0,8.0,8.0,4.0,11.0,-0.051266596403694666,0.00709161936292439,1
20,3,1,20,152,html-slider-response,152,731898,3511.0,9.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-21.0,0.0,6.0,9.0,11.0,23.0,0.19409747972177954,0.0702748714719167,2
21,3,1,21,177,html-slider-response,177,836119,6183.0,14.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-16.0,0.0,9.0,7.0,5.0,19.0,-0.1090505867025824,0.26765754996375635,3
19,3,1,19,205,html-slider-response,205,975948,4167.0,16.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-14.0,0.0,7.0,8.0,9.0,19.0,0.1607892950145264,0.18675729853126458,4
24,3,1,24,52,html-slider-response,52,240158,7708.0,53.0,0.4,question_agency,question_agency_line,0.0,0.0,13.0,0.0,6.0,7.0,3.0,11.0,0.5292970608948077,0.11754450761588553,5
26,3,1,26,86,html-slider-response,86,406525,2562.0,32.0,0.4,question_agency,question_agency_line,0.0,0.0,-8.0,0.0,7.0,9.0,8.0,19.0,0.3403717722389437,0.05784567014709215,1
29,3,1,29,114,html-slider-response,114,523145,3535.0,21.0,0.4,question_agency,question_agency_line,0.0,0.0,-19.0,0.0,7.0,9.0,12.0,32.0,-0.22979592647095895,-0.3011518289882392,2
25,3,1,25,137,html-slider-response,137,670798,3687.0,16.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-24.0,0.0,5.0,7.0,4.0,9.0,-0.12735919841971602,-0.46924697977403457,3
28,3,1,28,174,html-slider-response,174,820922,3719.0,14.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-26.0,0.0,8.0,7.0,5.0,15.0,0.14118998053537277,-0.1269776392267902,4
27,3,1,27,211,html-slider-response,211,1001235,4433.0,8.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-32.0,0.0,10.0,6.0,13.0,15.0,0.4159157340520632,-0.2909285671587308,5
32,3,1,32,40,html-slider-response,40,184332,8104.0,40.0,0.5,question_agency,question_agency_line,0.0,0.0,-10.0,0.0,6.0,5.0,19.0,33.0,-0.5025955460639564,-0.17594283182554596,1
35,3,1,35,80,html-slider-response,80,381277,11700.0,52.0,0.5,question_agency,question_agency_line,0.0,0.0,2.0,0.0,6.0,6.0,7.0,15.0,-0.008958190069348943,-0.24778229341059746,2
33,3,1,33,111,html-slider-response,111,510598,4215.0,30.0,0.5,question_agency,question_agency_line,0.0,0.0,-20.0,0.0,6.0,6.0,12.0,11.0,-0.05236725434115244,-0.2087279567402017,3
31,3,1,31,125,html-slider-response,125,620724,6322.0,32.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-18.0,0.0,6.0,8.0,8.0,15.0,-0.2217424492054351,-0.22619847079818958,4
34,3,1,34,189,html-slider-response,189,886469,4211.0,14.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-36.0,0.0,6.0,6.0,12.0,25.0,-0.2793206927146495,-0.1382457853555492,5
30,3,1,30,196,html-slider-response,196,940108,2474.0,15.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-35.0,0.0,5.0,7.0,9.0,19.0,0.24991570414093572,-0.18714936191238948,1
39,3,1,39,22,html-slider-response,22,100415,3593.0,22.0,0.6,question_agency,question_agency_line,0.0,0.0,-38.0,0.0,6.0,8.0,5.0,21.0,0.07444286337129634,0.21262948972008103,2
40,3,1,40,68,html-slider-response,68,320362,4891.0,62.0,0.6,question_agency,question_agency_line,0.0,0.0,2.0,0.0,8.0,9.0,11.0,17.0,0.200984040837598,0.40891938212469064,3
41,3,1,41,93,html-slider-response,93,433231,4162.0,31.0,0.6,question_agency,question_agency_line,0.0,0.0,-29.0,0.0,7.0,8.0,15.0,12.0,-0.17818426110402893,-0.3018201297731092,4
38,3,1,38,155,html-slider-response,155,743181,2619.0,16.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-44.0,0.0,9.0,5.0,9.0,12.0,0.2593035827201945,0.3553933265191292,5
36,3,1,36,159,html-slider-response,159,756227,2857.0,13.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-47.0,0.0,5.0,6.0,6.0,22.0,-0.3165442040652634,-0.21616813588090483,1
37,3,1,37,208,html-slider-response,208,987793,3149.0,13.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-47.0,0.0,9.0,10.0,10.0,17.0,-0.03545878382825551,0.09805629389572974,2
43,3,1,43,37,html-slider-response,37,167221,3663.0,50.0,0.7,question_agency,question_agency_line,0.0,0.0,-20.0,0.0,4.0,5.0,5.0,31.0,-0.15615345062399766,0.09221372119473564,3
44,3,1,44,74,html-slider-response,74,348612,5946.0,56.0,0.7,question_agency,question_agency_line,0.0,0.0,-14.0,0.0,8.0,6.0,8.0,13.0,-0.20652077954126188,-0.27544899813745627,4
47,3,1,47,108,html-slider-response,108,497732,3543.0,64.0,0.7,question_agency,question_agency_line,0.0,0.0,-6.0,0.0,8.0,5.0,6.0,15.0,-0.07407004311001782,-0.37302046613256057,5
42,3,1,42,140,html-slider-response,140,682370,2566.0,16.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-54.0,0.0,8.0,7.0,9.0,11.0,0.2905470094990468,-0.399363349574969,1
45,3,1,45,183,html-slider-response,183,861837,3514.0,74.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,4.0,0.0,8.0,7.0,10.0,16.0,-0.058709778421910275,-0.04649800734476023,2
46,3,1,46,223,html-slider-response,223,1066455,4049.0,61.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-9.0,0.0,11.0,6.0,4.0,20.0,0.027824540841683,-0.26265002236901736,3
50,3,1,50,46,html-slider-response,46,208624,3720.0,80.0,0.8,question_agency,question_agency_line,0.0,0.0,0.0,0.0,10.0,11.0,9.0,14.0,-0.0027129890124846243,-0.3263407784112354,4
51,3,1,51,56,html-slider-response,56,269770,3543.0,73.0,0.8,question_agency,question_agency_line,0.0,0.0,-7.0,0.0,7.0,7.0,5.0,25.0,-0.3557936953859588,0.1413139054305765,5
52,3,1,52,105,html-slider-response,105,485182,3080.0,83.0,0.8,question_agency,question_agency_line,0.0,0.0,3.0,0.0,11.0,6.0,4.0,28.0,-0.155897653445362,0.30514388033372025,1
48,3,1,48,149,html-slider-response,149,719382,4086.0,84.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,4.0,0.0,8.0,7.0,8.0,22.0,0.28468546898789837,0.13211186816552337,2
53,3,1,53,171,html-slider-response,171,808192,3446.0,77.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,-3.0,0.0,7.0,9.0,4.0,23.0,-0.16019798788212922,-0.03795430991129139,3
49,3,1,49,214,html-slider-response,214,1014470,4450.0,79.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,-1.0,0.0,4.0,5.0,7.0,25.0,0.5476779516640037,-0.03325389158602257,4
56,3,1,56,49,html-slider-response,49,223441,5810.0,79.0,0.9,question_agency,question_agency_line,0.0,0.0,-11.0,0.0,6.0,5.0,4.0,26.0,-0.4397453524890258,0.0337739673263742,5
59,3,1,59,65,html-slider-response,65,306463,2421.0,86.0,0.9,question_agency,question_agency_line,0.0,0.0,-4.0,0.0,6.0,5.0,5.0,25.0,0.395769948715028,-0.002767308743267067,1
57,3,1,57,102,html-slider-response,102,473094,3463.0,77.0,0.9,question_agency,question_agency_line,0.0,0.0,-13.0,0.0,8.0,3.0,7.0,15.0,0.3618669123200356,-0.5020243585534091,2
58,3,1,58,143,html-slider-response,143,694166,2783.0,88.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,-2.0,0.0,7.0,9.0,6.0,15.0,-0.24675155126492485,-0.05138815617405125,3
55,3,1,55,180,html-slider-response,180,849318,4189.0,80.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,-10.0,0.0,6.0,9.0,11.0,17.0,0.07356677880060548,-0.2631951695639217,4
54,3,1,54,220,html-slider-response,220,1053395,4474.0,82.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,-8.0,0.0,9.0,5.0,7.0,17.0,0.35273438725855694,0.10210277205525324,5
64,3,1,64,43,html-slider-response,43,195887,2546.0,91.0,1.0,question_agency,question_agency_line,0.0,0.0,-9.0,0.0,8.0,7.0,6.0,25.0,0.2505362986561195,-0.01572415109153504,1
61,3,1,61,62,html-slider-response,62,295032,3917.0,81.0,1.0,question_agency,question_agency_line,0.0,0.0,-19.0,0.0,5.0,5.0,4.0,30.0,-0.09529288273252327,-0.060582153683700554,2
62,3,1,62,117,html-slider-response,117,535271,3116.0,75.0,1.0,question_agency,question_agency_line,0.0,0.0,-25.0,0.0,7.0,8.0,7.0,21.0,-0.08271551229110631,0.21175462668955936,3
60,3,1,60,134,html-slider-response,134,658105,2854.0,79.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,-21.0,0.0,6.0,7.0,7.0,25.0,0.3545966980655865,0.09908527435848034,4
65,3,1,65,168,html-slider-response,168,795738,3351.0,77.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,-23.0,0.0,7.0,6.0,8.0,21.0,0.361848556865469,-0.33046567123830384,5
63,3,1,63,202,html-slider-response,202,962968,3448.0,80.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,-20.0,0.0,4.0,8.0,5.0,19.0,0.04920598806162241,-0.048232504286767314,1
0,4,1,0,25,html-slider-response,25,1156572,2475.0,7.0,0.0,question_agency,question_agency_line,0.0,0.0,7.0,0.0,6.0,7.0,9.0,18.0,-0.10929929939499526,-0.09765447595369255,1
3,4,1,3,86,html-slider-response,86,1394270,2928.0,4.0,0.0,question_agency,question_agency_line,0.0,0.0,4.0,0.0,7.0,5.0,8.0,5.0,0.4158359487874197,0.15312077148474257,2
2,4,1,2,114,html-slider-response,114,1501618,2062.0,5.0,0.0,question_agency,question_agency_line,0.0,0.0,5.0,0.0,4.0,7.0,8.0,22.0,0.13659936860047567,-0.15958540005945857,3
4,4,1,4,131,html-slider-response,131,1576151,2579.0,25.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,25.0,0.0,6.0,8.0,14.0,10.0,0.16184767271858633,0.37004293299896013,4
5,4,1,5,165,html-slider-response,165,1709065,2295.0,2.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,2.0,0.0,6.0,8.0,24.0,16.0,0.05270887975826997,0.1728992517837596,5
1,4,1,1,217,html-slider-response,217,1915695,6729.0,9.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,9.0,0.0,7.0,7.0,10.0,30.0,-0.016833062274609466,-0.11929162594327576,1
7,4,1,7,40,html-slider-response,40,1216755,2110.0,7.0,0.1,question_agency,question_agency_line,0.0,0.0,-3.0,0.0,8.0,6.0,10.0,21.0,0.1777618218150128,-0.32804975030027617,2
11,4,1,11,77,html-slider-response,77,1360120,2211.0,11.0,0.1,question_agency,question_agency_line,0.0,0.0,1.0,0.0,5.0,4.0,14.0,10.0,0.3666634765085701,-0.23651307098936372,3
6,4,1,6,93,html-slider-response,93,1419152,1928.0,14.0,0.1,question_agency,question_agency_line,0.0,0.0,4.0,0.0,5.0,9.0,20.0,18.0,-0.030545820384078146,0.0041503268260440805,4
9,4,1,9,128,html-slider-response,128,1564567,2396.0,4.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-6.0,0.0,8.0,6.0,8.0,9.0,0.17595733019637808,-0.12219109018177518,5
10,4,1,10,183,html-slider-response,183,1781081,2047.0,0.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-10.0,0.0,6.0,8.0,14.0,27.0,-0.22234272378887604,0.14017284769079338,1
8,4,1,8,208,html-slider-response,208,1877379,2112.0,2.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-8.0,0.0,5.0,8.0,8.0,12.0,0.3207726700875865,0.12330448462629628,2
16,4,1,16,34,html-slider-response,34,1194206,2126.0,20.0,0.2,question_agency,question_agency_line,0.0,0.0,0.0,0.0,4.0,6.0,19.0,10.0,-0.017823133455836023,0.39048308446862157,3
15,4,1,15,56,html-slider-response,56,1279542,1649.0,30.0,0.2,question_agency,question_agency_line,0.0,0.0,10.0,0.0,6.0,2.0,14.0,36.0,0.27303779353685015,0.08874773056701812,4
14,4,1,14,102,html-slider-response,102,1456335,2863.0,49.0,0.2,question_agency,question_agency_line,0.0,0.0,29.0,0.0,8.0,8.0,10.0,15.0,-0.014236413540508901,0.09344962202010892,5
13,4,1,13,140,html-slider-response,140,1613333,2695.0,9.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-11.0,0.0,7.0,4.0,2.0,11.0,0.2093076160993454,-0.4676598749694037,1
12,4,1,12,174,html-slider-response,174,1745831,4113.0,7.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-13.0,0.0,6.0,7.0,12.0,18.0,0.09594094487027328,-0.21331105803997918,2
17,4,1,17,214,html-slider-response,214,1899961,2178.0,0.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-20.0,0.0,4.0,8.0,8.0,16.0,-0.17845001575359098,-0.08320133821499211,3
21,4,1,21,37,html-slider-response,37,1205637,2425.0,13.0,0.3,question_agency,question_agency_line,0.0,0.0,-17.0,0.0,8.0,5.0,10.0,14.0,0.27492018136027685,0.29377154914797665,4
19,4,1,19,59,html-slider-response,59,1291603,3057.0,22.0,0.3,question_agency,question_agency_line,0.0,0.0,-8.0,0.0,8.0,4.0,21.0,23.0,-0.07452698869964036,-0.2626823306338962,5
22,4,1,22,105,html-slider-response,105,1467251,1913.0,5.0,0.3,question_agency,question_agency_line,0.0,0.0,-25.0,0.0,9.0,6.0,4.0,2.0,0.2171084991981571,0.09440337791311183,1
18,4,1,18,149,html-slider-response,149,1647833,2962.0,3.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-27.0,0.0,6.0,4.0,2.0,4.0,0.46517861258820065,-0.28102753870254654,2
20,4,1,20,186,html-slider-response,186,1795264,5179.0,0.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-30.0,0.0,6.0,7.0,6.0,15.0,-0.12758171362812615,-0.3656647446659819,3
23,4,1,23,223,html-slider-response,223,1941777,3529.0,3.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-27.0,0.0,8.0,5.0,12.0,16.0,0.4381896935760455,-0.3038726097288507,4
27,4,1,27,22,html-slider-response,22,1145089,5119.0,35.0,0.4,question_agency,question_agency_line,0.0,0.0,-5.0,0.0,4.0,6.0,11.0,10.0,0.13577533468329586,0.1763481644288098,5
29,4,1,29,62,html-slider-response,62,1302537,1929.0,23.0,0.4,question_agency,question_agency_line,0.0,0.0,-17.0,0.0,6.0,6.0,4.0,7.0,0.3480943375577362,0.11419365750702307,1
28,4,1,28,120,html-slider-response,120,1525401,2478.0,61.0,0.4,question_agency,question_agency_line,0.0,0.0,21.0,0.0,6.0,7.0,6.0,8.0,0.6203677002371746,-0.08721173593980866,2
26,4,1,26,125,html-slider-response,125,1553167,2728.0,15.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-25.0,0.0,5.0,6.0,10.0,9.0,0.04889024313241522,0.04649671055147227,3
24,4,1,24,162,html-slider-response,162,1697949,2345.0,64.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,24.0,0.0,5.0,5.0,11.0,14.0,0.16704336405737855,-0.19725507035979226,4
25,4,1,25,196,html-slider-response,196,1831613,1779.0,43.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,3.0,0.0,9.0,7.0,12.0,8.0,0.20981162465645142,-0.09500327694511183,5
31,4,1,31,52,html-slider-response,52,1266371,2429.0,68.0,0.5,question_agency,question_agency_line,0.0,0.0,18.0,0.0,7.0,6.0,13.0,10.0,0.2907136000117311,0.46181663718318416,1
34,4,1,34,65,html-slider-response,65,1313753,2210.0,14.0,0.5,question_agency,question_agency_line,0.0,0.0,-36.0,0.0,5.0,8.0,4.0,2.0,0.06665762241688332,-0.014676283672097543,2
35,4,1,35,96,html-slider-response,96,1430552,2395.0,23.0,0.5,question_agency,question_agency_line,0.0,0.0,-27.0,0.0,6.0,8.0,7.0,10.0,0.5125988819273292,0.3630113002831256,3
33,4,1,33,152,html-slider-response,152,1660016,3179.0,65.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,15.0,0.0,7.0,5.0,20.0,16.0,-0.1483870676596582,-0.0038597466906465025,4
32,4,1,32,177,html-slider-response,177,1758748,3913.0,31.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-19.0,0.0,6.0,7.0,9.0,20.0,0.23373530282865967,-0.11059637206526801,5
30,4,1,30,202,html-slider-response,202,1853729,1996.0,79.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,29.0,0.0,8.0,7.0,8.0,8.0,0.3438105770495534,-0.12308371450143689,1
38,4,1,38,49,html-slider-response,49,1254937,3446.0,88.0,0.6,question_agency,question_agency_line,0.0,0.0,28.0,0.0,5.0,6.0,13.0,12.0,-0.20380448779876706,-0.2572989939466505,2
36,4,1,36,80,html-slider-response,80,1371470,2345.0,20.0,0.6,question_agency,question_agency_line,0.0,0.0,-40.0,0.0,9.0,7.0,8.0,5.0,-0.1288544835441314,-0.045990542326879755,3
41,4,1,41,99,html-slider-response,99,1444469,4912.0,51.0,0.6,question_agency,question_agency_line,0.0,0.0,-9.0,0.0,5.0,7.0,9.0,11.0,0.15587000331944803,-0.1645443207242793,4
37,4,1,37,137,html-slider-response,137,1601633,5363.0,62.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,2.0,0.0,6.0,6.0,6.0,6.0,0.06154033699659784,0.3965716145182852,5
39,4,1,39,180,html-slider-response,180,1770031,2280.0,70.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,10.0,0.0,5.0,7.0,17.0,10.0,-0.2846358054347063,0.18138545695998876,1
40,4,1,40,220,html-slider-response,220,1929244,4545.0,37.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-23.0,0.0,7.0,7.0,10.0,14.0,-0.2031691252274124,0.060718702117513866,2
42,4,1,42,28,html-slider-response,28,1169905,4326.0,69.0,0.7,question_agency,question_agency_line,0.0,0.0,-1.0,0.0,7.0,7.0,16.0,17.0,-0.6612268199589397,0.01126511134755049,3
47,4,1,47,68,html-slider-response,68,1324654,1896.0,73.0,0.7,question_agency,question_agency_line,0.0,0.0,3.0,0.0,5.0,7.0,12.0,10.0,0.013570986418736709,0.2442520059200453,4
45,4,1,45,108,html-slider-response,108,1479318,3063.0,83.0,0.7,question_agency,question_agency_line,0.0,0.0,13.0,0.0,5.0,6.0,6.0,6.0,0.44279555171793644,-0.3365102083184374,5
46,4,1,46,134,html-slider-response,134,1587267,2113.0,81.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,11.0,0.0,6.0,9.0,8.0,10.0,0.27415616499610534,0.03231515814916995,1
44,4,1,44,189,html-slider-response,189,1808447,4179.0,93.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,23.0,0.0,7.0,8.0,14.0,12.0,-0.08109094733580176,0.0413436547000845,2
43,4,1,43,205,html-slider-response,205,1866263,3530.0,81.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,11.0,0.0,8.0,8.0,8.0,13.0,0.08064314557029885,0.13737495633816785,3
53,4,1,53,46,html-slider-response,46,1242487,2927.0,97.0,0.8,question_agency,question_agency_line,0.0,0.0,17.0,0.0,5.0,7.0,23.0,19.0,0.051316109024151776,-0.11731141360280685,4
50,4,1,50,83,html-slider-response,83,1382336,1861.0,79.0,0.8,question_agency,question_agency_line,0.0,0.0,-1.0,0.0,8.0,8.0,11.0,9.0,-0.16121624433690634,-0.1332700128794,5
51,4,1,51,90,html-slider-response,90,1408219,3162.0,75.0,0.8,question_agency,question_agency_line,0.0,0.0,-5.0,0.0,8.0,8.0,10.0,8.0,-0.07270164811739184,0.33975757246484506,1
49,4,1,49,155,html-slider-response,155,1672116,3095.0,50.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,-30.0,0.0,8.0,7.0,4.0,4.0,-0.38276064567073725,0.219963527020313,2
48,4,1,48,171,html-slider-response,171,1732715,3079.0,82.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,2.0,0.0,6.0,4.0,10.0,6.0,-0.01976293325619466,0.006494846258189263,3
