,SubNum,Include,level_0,index,trial_type,trial_index,time_elapsed,rt,response,control_level,task_id,screen_id,scale,scale_2,difference,difference_2,Key_Release_sim_x,Key_Release_sim_y,Key_Release_p1_x,Key_Release_p1_y,Correlation_x,Correlation_y,block
7,21,1,7,155,html-slider-response,155,720189,5211.0,46.0,0.1,question_agency,question_agency_line,0.0,0.0,36.0,0.0,9.0,6.0,11.0,10.0,-0.1325170720541607,0.043228650783536944,5
9,21,1,9,183,html-slider-response,183,879249,2889.0,21.0,0.1,question_agency,question_agency_line,0.0,0.0,11.0,0.0,8.0,5.0,15.0,18.0,-0.02198420469193818,0.02268740302818003,1
11,21,1,11,193,html-slider-response,193,914986,2076.0,33.0,0.1,question_agency,question_agency_line,0.0,0.0,23.0,0.0,9.0,8.0,20.0,4.0,0.32729163576677994,0.07981696062998445,2
14,21,1,14,49,html-slider-response,49,258818,10184.0,47.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,27.0,0.0,6.0,7.0,9.0,7.0,0.5055831419557727,0.19096271350488525,3
16,21,1,16,62,html-slider-response,62,317896,2937.0,12.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-8.0,0.0,7.0,4.0,5.0,4.0,-0.5988775248990583,-0.09534623650670884,4
12,21,1,12,93,html-slider-response,93,451201,3359.0,41.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,21.0,0.0,4.0,6.0,18.0,8.0,0.2799055682585927,-0.3216372197837231,5
15,21,1,15,152,html-slider-response,152,705966,3621.0,42.0,0.2,question_agency,question_agency_line,0.0,0.0,22.0,0.0,8.0,6.0,25.0,8.0,-0.03347847600412071,0.10935252569954901,1
13,21,1,13,180,html-slider-response,180,867347,3108.0,42.0,0.2,question_agency,question_agency_line,0.0,0.0,22.0,0.0,5.0,4.0,8.0,15.0,0.08793448864732271,-0.08485308168416116,2
17,21,1,17,196,html-slider-response,196,926561,2564.0,11.0,0.2,question_agency,question_agency_line,0.0,0.0,-9.0,0.0,5.0,5.0,13.0,12.0,-0.42666414585734447,0.0010895162018435573,3
20,21,1,20,28,html-slider-response,28,161955,3463.0,42.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,12.0,0.0,9.0,8.0,5.0,4.0,0.3559570564998127,0.04785552481949275,4
21,21,1,21,56,html-slider-response,56,293319,5230.0,46.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,16.0,0.0,8.0,8.0,8.0,7.0,0.48962645211048805,0.10677147537020011,5
22,21,1,22,111,html-slider-response,111,526496,2782.0,38.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,8.0,0.0,7.0,9.0,27.0,17.0,-0.41075374086944566,0.005691739404465801,1
23,21,1,23,146,html-slider-response,146,680630,2337.0,22.0,0.3,question_agency,question_agency_line,0.0,0.0,-8.0,0.0,4.0,6.0,26.0,16.0,-0.10875884997814597,-0.12412596353196687,2
19,21,1,19,186,html-slider-response,186,891331,3068.0,34.0,0.3,question_agency,question_agency_line,0.0,0.0,4.0,0.0,4.0,8.0,23.0,10.0,0.11287019918257298,0.20562547124180494,3
18,21,1,18,205,html-slider-response,205,971793,2955.0,18.0,0.3,question_agency,question_agency_line,0.0,0.0,-12.0,0.0,6.0,5.0,10.0,14.0,-0.43128307506860236,-0.22557383631283295,4
24,21,1,24,40,html-slider-response,40,213203,3840.0,48.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,8.0,0.0,6.0,8.0,6.0,6.0,0.04681864691365542,0.1592402469142474,5
28,21,1,28,83,html-slider-response,83,409127,2810.0,46.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,6.0,0.0,7.0,5.0,8.0,5.0,0.24440881567593062,-0.3159013990177388,1
26,21,1,26,108,html-slider-response,108,514708,3195.0,46.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,6.0,0.0,7.0,9.0,11.0,21.0,-0.024777783728915512,-0.021769189215500046,2
25,21,1,25,125,html-slider-response,125,593229,13655.0,40.0,0.4,question_agency,question_agency_line,0.0,0.0,0.0,0.0,7.0,7.0,10.0,23.0,0.20213089875647205,-0.5109021532669149,3
27,21,1,27,174,html-slider-response,174,840391,2448.0,35.0,0.4,question_agency,question_agency_line,0.0,0.0,-5.0,0.0,3.0,9.0,25.0,9.0,0.2390717962635105,0.34815045881733275,4
29,21,1,29,211,html-slider-response,211,1002842,3485.0,37.0,0.4,question_agency,question_agency_line,0.0,0.0,-3.0,0.0,6.0,10.0,7.0,10.0,-0.17858224521503377,0.12684003176199074,5
33,21,1,33,31,html-slider-response,31,174445,3486.0,52.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,2.0,0.0,6.0,8.0,5.0,3.0,0.34139183584236166,0.039858388526751186,1
35,21,1,35,71,html-slider-response,71,360749,8871.0,55.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,5.0,0.0,5.0,5.0,7.0,2.0,-0.6755250227894055,-0.020836627896567983,2
30,21,1,30,105,html-slider-response,105,502497,6772.0,55.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,5.0,0.0,5.0,5.0,19.0,11.0,-0.2849517895804993,0.09884910339919589,3
34,21,1,34,149,html-slider-response,149,693337,3694.0,44.0,0.5,question_agency,question_agency_line,0.0,0.0,-6.0,0.0,6.0,6.0,6.0,13.0,0.09272419299043436,-0.07686434227998239,4
31,21,1,31,171,html-slider-response,171,828936,5110.0,61.0,0.5,question_agency,question_agency_line,0.0,0.0,11.0,0.0,6.0,3.0,11.0,10.0,0.4582890877675427,-0.15325959625502283,5
32,21,1,32,214,html-slider-response,214,1015222,3372.0,35.0,0.5,question_agency,question_agency_line,0.0,0.0,-15.0,0.0,8.0,8.0,6.0,12.0,-0.4759544859944264,-0.22278835427315724,1
37,21,1,37,52,html-slider-response,52,274254,6427.0,62.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,2.0,0.0,8.0,9.0,3.0,3.0,-0.22202978876231522,0.026442924607031522,2
40,21,1,40,77,html-slider-response,77,385548,3642.0,54.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-6.0,0.0,6.0,4.0,7.0,6.0,-0.4569653110824399,-0.1251180353509358,3
39,21,1,39,102,html-slider-response,102,486717,2158.0,64.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,4.0,0.0,5.0,5.0,9.0,8.0,-0.1303014085485895,0.38942522123832146,4
41,21,1,41,140,html-slider-response,140,656824,4715.0,52.0,0.6,question_agency,question_agency_line,0.0,0.0,-8.0,0.0,8.0,5.0,14.0,9.0,0.027354739256263604,-0.12425370917491725,5
36,21,1,36,159,html-slider-response,159,773175,3823.0,46.0,0.6,question_agency,question_agency_line,0.0,0.0,-14.0,0.0,10.0,11.0,13.0,11.0,-0.22127945286030284,-0.3057482715666009,1
38,21,1,38,208,html-slider-response,208,990351,9550.0,41.0,0.6,question_agency,question_agency_line,0.0,0.0,-19.0,0.0,8.0,9.0,19.0,6.0,-0.046605883497995236,-0.19022844911975495,2
47,21,1,47,34,html-slider-response,34,186951,3489.0,62.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-8.0,0.0,6.0,8.0,6.0,5.0,0.37367975890045246,-0.27682311355213884,3
43,21,1,43,80,html-slider-response,80,397311,2758.0,64.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-6.0,0.0,7.0,7.0,14.0,10.0,0.1616648995203187,0.355198700016642,4
46,21,1,46,117,html-slider-response,117,549540,2813.0,61.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-9.0,0.0,7.0,9.0,25.0,13.0,-0.00465330113661102,0.01911417336851547,5
42,21,1,42,128,html-slider-response,128,605503,3263.0,58.0,0.7,question_agency,question_agency_line,0.0,0.0,-12.0,0.0,9.0,7.0,19.0,10.0,0.1691439447404514,0.08608327885552876,1
45,21,1,45,162,html-slider-response,162,787554,5367.0,45.0,0.7,question_agency,question_agency_line,0.0,0.0,-25.0,0.0,7.0,6.0,10.0,3.0,0.679455918979439,-0.26828054385392514,2
44,21,1,44,220,html-slider-response,220,1042718,4930.0,76.0,0.7,question_agency,question_agency_line,0.0,0.0,6.0,0.0,9.0,8.0,6.0,3.0,-0.24045975190173596,0.37924893233186807,3
50,21,1,50,22,html-slider-response,22,131126,9094.0,82.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,2.0,0.0,8.0,6.0,7.0,8.0,-0.07430214218978866,0.22454799935488837,4
53,21,1,53,86,html-slider-response,86,421409,3275.0,69.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,-11.0,0.0,10.0,9.0,12.0,4.0,-0.03335320794245103,-0.14388794140541916,5
52,21,1,52,114,html-slider-response,114,537717,2205.0,60.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,-20.0,0.0,7.0,5.0,11.0,14.0,-0.4105097347010835,-0.2995590259637612,1
51,21,1,51,134,html-slider-response,134,630895,2908.0,60.0,0.8,question_agency,question_agency_line,0.0,0.0,-20.0,0.0,5.0,8.0,18.0,13.0,0.15662327802292653,0.17539135002676826,2
48,21,1,48,189,html-slider-response,189,902679,2338.0,39.0,0.8,question_agency,question_agency_line,0.0,0.0,-41.0,0.0,7.0,6.0,21.0,13.0,0.12535940710375845,-0.009772313662615505,3
49,21,1,49,217,html-slider-response,217,1028780,4548.0,56.0,0.8,question_agency,question_agency_line,0.0,0.0,-24.0,0.0,6.0,6.0,10.0,7.0,0.25412721093552776,0.06639014012644964,4
57,21,1,57,37,html-slider-response,37,200351,4389.0,60.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,-30.0,0.0,10.0,6.0,7.0,6.0,-0.18917469660936215,-0.3308716012897821,5
56,21,1,56,65,html-slider-response,65,329483,2574.0,64.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,-26.0,0.0,5.0,9.0,13.0,8.0,-0.1989188942206332,-0.0926931187270905,1
59,21,1,59,120,html-slider-response,120,560735,2188.0,81.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,-9.0,0.0,8.0,8.0,16.0,11.0,-0.44708622998820463,0.02327013703294182,2
54,21,1,54,137,html-slider-response,137,643102,3196.0,54.0,0.9,question_agency,question_agency_line,0.0,0.0,-36.0,0.0,7.0,8.0,20.0,15.0,-0.1208934729065214,0.09844665780216187,3
58,21,1,58,177,html-slider-response,177,855231,5833.0,40.0,0.9,question_agency,question_agency_line,0.0,0.0,-50.0,0.0,6.0,6.0,21.0,11.0,-0.22745626652236384,0.3342577927666632,4
55,21,1,55,202,html-slider-response,202,959831,3506.0,70.0,0.9,question_agency,question_agency_line,0.0,0.0,-20.0,0.0,7.0,8.0,21.0,6.0,0.002040845145611257,-0.39082226831567507,5
65,21,1,65,46,html-slider-response,46,239617,3551.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,7.0,6.0,10.0,8.0,-0.2930834393503771,-0.4203537671609248,1
64,21,1,64,68,html-slider-response,68,342869,4379.0,76.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,-24.0,0.0,6.0,9.0,11.0,6.0,-0.2347766587512491,0.0745197479986293,2
62,21,1,62,99,html-slider-response,99,475551,3209.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,6.0,7.0,14.0,8.0,0.09433490312640146,-0.07115934264024122,3
61,21,1,61,143,html-slider-response,143,669274,3433.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,9.0,8.0,20.0,10.0,0.09567606457900832,-0.08793835314966646,4
60,21,1,60,168,html-slider-response,168,814819,6538.0,95.0,1.0,question_agency,question_agency_line,0.0,0.0,-5.0,0.0,5.0,5.0,17.0,4.0,0.24113531724697196,0.07120699927155823,5
63,21,1,63,199,html-slider-response,199,947317,11751.0,99.0,1.0,question_agency,question_agency_line,0.0,0.0,-1.0,0.0,6.0,5.0,8.0,6.0,0.2908053828390606,-0.12675221538130274,1
3,22,1,3,34,html-slider-response,34,215686,7774.0,43.0,0.0,question_agency,question_agency_line,0.0,0.0,43.0,0.0,7.0,9.0,18.0,8.0,0.14690147325625239,-0.04755534906483853,1
0,22,1,0,86,html-slider-response,86,470702,4408.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,6.0,7.0,11.0,7.0,-0.37639346795591155,-0.18798284699767984,2
1,22,1,1,90,html-slider-response,90,501407,4065.0,9.0,0.0,question_agency,question_agency_line,0.0,0.0,9.0,0.0,8.0,9.0,9.0,10.0,0.362206086007521,0.33401686572788064,3
4,22,1,4,149,html-slider-response,149,779075,3177.0,11.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,11.0,0.0,7.0,7.0,12.0,7.0,0.3104837825408407,0.07739833576964994,4
5,22,1,5,168,html-slider-response,168,876326,4323.0,21.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,21.0,0.0,7.0,5.0,12.0,8.0,0.2543824460413203,-0.24301408554847792,5
2,22,1,2,220,html-slider-response,220,1115266,5154.0,21.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,21.0,0.0,7.0,7.0,11.0,4.0,0.27816763825885055,-0.22146271470820222,1
10,22,1,10,37,html-slider-response,37,230971,6263.0,22.0,0.1,question_agency,question_agency_line,0.0,0.0,12.0,0.0,10.0,8.0,13.0,8.0,0.5117461772203449,-0.13328422615070296,2
7,22,1,7,56,html-slider-response,56,326039,7371.0,66.0,0.1,question_agency,question_agency_line,0.0,0.0,56.0,0.0,7.0,3.0,7.0,7.0,0.14293209558969766,-0.4787809248307892,3
6,22,1,6,96,html-slider-response,96,534792,7215.0,0.0,0.1,question_agency,question_agency_line,0.0,0.0,-10.0,0.0,7.0,9.0,10.0,6.0,-0.14757995520269082,-0.08403713220599623,4
8,22,1,8,152,html-slider-response,152,795976,7892.0,0.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-10.0,0.0,4.0,7.0,12.0,8.0,0.03050446724806398,-0.010453964936909447,5
9,22,1,9,174,html-slider-response,174,904981,4460.0,15.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,5.0,0.0,6.0,8.0,11.0,10.0,-0.33410933636460827,0.015121137415486608,1
11,22,1,11,214,html-slider-response,214,1087099,3832.0,25.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,15.0,0.0,5.0,4.0,12.0,11.0,0.4518138663803449,-0.5626240860099981,2
17,22,1,17,22,html-slider-response,22,158136,4343.0,31.0,0.2,question_agency,question_agency_line,0.0,0.0,11.0,0.0,8.0,6.0,12.0,12.0,-0.2675385321763734,-0.18280276260408249,3
12,22,1,12,77,html-slider-response,77,428154,5777.0,19.0,0.2,question_agency,question_agency_line,0.0,0.0,-1.0,0.0,3.0,7.0,10.0,4.0,-0.16404664463901839,-0.1817732246034884,4
15,22,1,15,114,html-slider-response,114,609925,3151.0,35.0,0.2,question_agency,question_agency_line,0.0,0.0,15.0,0.0,6.0,9.0,14.0,7.0,0.03728968803322426,0.3165716053970699,5
13,22,1,13,131,html-slider-response,131,699544,5663.0,15.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-5.0,0.0,6.0,3.0,6.0,12.0,0.0014940676014584605,-0.5181348287850103,1
14,22,1,14,186,html-slider-response,186,958198,3374.0,10.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-10.0,0.0,6.0,5.0,6.0,11.0,0.04150001949280635,-0.1973027971621744,2
16,22,1,16,193,html-slider-response,193,999100,3785.0,39.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,19.0,0.0,9.0,8.0,5.0,9.0,0.07166510793656652,-0.15558494089853506,3
22,22,1,22,46,html-slider-response,46,275353,7959.0,26.0,0.3,question_agency,question_agency_line,0.0,0.0,-4.0,0.0,8.0,5.0,9.0,6.0,0.03807048282220174,0.29077949596409475,4
23,22,1,23,62,html-slider-response,62,353573,5382.0,33.0,0.3,question_agency,question_agency_line,0.0,0.0,3.0,0.0,9.0,8.0,10.0,8.0,-0.5271347645785187,0.2752647457186763,5
20,22,1,20,120,html-slider-response,120,637840,4892.0,23.0,0.3,question_agency,question_agency_line,0.0,0.0,-7.0,0.0,5.0,6.0,11.0,7.0,-0.015464230844594978,-0.02266722046163948,1
18,22,1,18,146,html-slider-response,146,766894,2993.0,25.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-5.0,0.0,7.0,8.0,10.0,9.0,-0.2297829965951735,-0.5304138024274414,2
19,22,1,19,159,html-slider-response,159,826625,5370.0,10.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-20.0,0.0,8.0,7.0,7.0,8.0,0.19362146205023753,0.21152492639951598,3
21,22,1,21,223,html-slider-response,223,1127335,3060.0,63.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,33.0,0.0,4.0,6.0,7.0,14.0,0.2133101563554058,0.2939321635477557,4
25,22,1,25,31,html-slider-response,31,198899,3307.0,35.0,0.4,question_agency,question_agency_line,0.0,0.0,-5.0,0.0,8.0,6.0,10.0,11.0,-0.03317696709763184,-0.33334030429202344,5
28,22,1,28,74,html-slider-response,74,413357,6820.0,10.0,0.4,question_agency,question_agency_line,0.0,0.0,-30.0,0.0,8.0,5.0,10.0,6.0,0.26246688515067734,0.01376634237540086,1
29,22,1,29,105,html-slider-response,105,572775,3696.0,25.0,0.4,question_agency,question_agency_line,0.0,0.0,-15.0,0.0,4.0,5.0,11.0,6.0,-0.21690328669461395,0.23312669534208633,2
27,22,1,27,155,html-slider-response,155,809825,4840.0,7.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-33.0,0.0,8.0,9.0,11.0,8.0,0.28142715693766984,-0.4011019855369604,3
26,22,1,26,183,html-slider-response,183,945815,3596.0,20.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-20.0,0.0,8.0,8.0,8.0,9.0,0.28652454236343144,0.04523707545150221,4
24,22,1,24,208,html-slider-response,208,1061400,3177.0,30.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-10.0,0.0,9.0,7.0,11.0,7.0,-0.1411998867782781,0.09774682839316258,5
33,22,1,33,28,html-slider-response,28,186585,4312.0,76.0,0.5,question_agency,question_agency_line,0.0,0.0,26.0,0.0,5.0,8.0,12.0,12.0,-0.04495849684344801,0.18227563444372583,1
35,22,1,35,59,html-slider-response,59,339172,4125.0,45.0,0.5,question_agency,question_agency_line,0.0,0.0,-5.0,0.0,7.0,6.0,11.0,8.0,0.09486585528698986,-0.1119517090002158,2
30,22,1,30,108,html-slider-response,108,584842,3058.0,70.0,0.5,question_agency,question_agency_line,0.0,0.0,20.0,0.0,7.0,5.0,10.0,7.0,0.33687098072273836,0.46422747581541024,3
32,22,1,32,134,html-slider-response,134,715045,6479.0,65.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,15.0,0.0,7.0,5.0,10.0,5.0,-0.19918345584777514,-0.3057565050179667,4
34,22,1,34,171,html-slider-response,171,891511,6170.0,74.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,24.0,0.0,9.0,6.0,9.0,6.0,0.25741733907691894,-0.4758974187245172,5
31,22,1,31,205,html-slider-response,205,1049213,3574.0,77.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,27.0,0.0,5.0,9.0,10.0,4.0,-0.15056575616071521,0.12259675461363129,1
36,22,1,36,43,html-slider-response,43,258389,4879.0,62.0,0.6,question_agency,question_agency_line,0.0,0.0,2.0,0.0,7.0,8.0,11.0,11.0,-0.2770414340167965,0.21972361801597787,2
41,22,1,41,83,html-slider-response,83,457275,5511.0,75.0,0.6,question_agency,question_agency_line,0.0,0.0,15.0,0.0,5.0,8.0,8.0,5.0,-0.38323381675156276,-0.27084546690303013,3
40,22,1,40,99,html-slider-response,99,547724,3915.0,67.0,0.6,question_agency,question_agency_line,0.0,0.0,7.0,0.0,8.0,7.0,10.0,8.0,-0.5636307699864043,-0.1890812094735592,4
38,22,1,38,128,html-slider-response,128,684864,4100.0,27.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-33.0,0.0,5.0,8.0,8.0,7.0,-0.0212988820781196,-0.22637970789680206,5
39,22,1,39,189,html-slider-response,189,972676,5469.0,29.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-31.0,0.0,7.0,5.0,5.0,6.0,-0.43811449987803625,-0.008955942153567301,1
37,22,1,37,199,html-slider-response,199,1023828,2861.0,66.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,6.0,0.0,8.0,6.0,10.0,6.0,0.01628823177780534,0.08019124832954569,2
47,22,1,47,49,html-slider-response,49,289136,4772.0,83.0,0.7,question_agency,question_agency_line,0.0,0.0,13.0,0.0,6.0,9.0,9.0,9.0,0.1734170901229052,0.18759720885484552,3
45,22,1,45,65,html-slider-response,65,368066,5482.0,79.0,0.7,question_agency,question_agency_line,0.0,0.0,9.0,0.0,7.0,6.0,10.0,8.0,0.03817270263055725,0.4187330723726581,4
44,22,1,44,93,html-slider-response,93,518558,8134.0,64.0,0.7,question_agency,question_agency_line,0.0,0.0,-6.0,0.0,6.0,5.0,10.0,4.0,-0.2384294364765265,-0.5552977215935987,5
43,22,1,43,140,html-slider-response,140,741143,4631.0,87.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,17.0,0.0,7.0,6.0,10.0,8.0,-0.42126167847208995,0.13850314749522932,1
42,22,1,42,180,html-slider-response,180,933200,4392.0,82.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,12.0,0.0,6.0,7.0,8.0,8.0,-0.1712468243488929,-0.04766123625185161,2
46,22,1,46,217,html-slider-response,217,1101101,4984.0,83.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,13.0,0.0,9.0,9.0,10.0,8.0,-0.34950278794807244,0.34713521217668936,3
51,22,1,51,52,html-slider-response,52,303223,5078.0,83.0,0.8,question_agency,question_agency_line,0.0,0.0,3.0,0.0,7.0,9.0,9.0,8.0,0.06685699361844503,-0.5613696348496338,4
50,22,1,50,80,html-slider-response,80,442735,5552.0,92.0,0.8,question_agency,question_agency_line,0.0,0.0,12.0,0.0,6.0,5.0,10.0,8.0,-0.3146351579769702,0.4493862081412546,5
52,22,1,52,102,html-slider-response,102,560059,3323.0,97.0,0.8,question_agency,question_agency_line,0.0,0.0,17.0,0.0,5.0,5.0,8.0,8.0,-0.22512746100885161,-0.1363908824590103,1
53,22,1,53,125,html-slider-response,125,671744,9794.0,94.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,14.0,0.0,6.0,5.0,10.0,11.0,-0.20666227191641473,0.1486403138891876,2
49,22,1,49,177,html-slider-response,177,919796,5805.0,87.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,7.0,0.0,8.0,8.0,11.0,8.0,0.27112408371881386,0.04531671329054648,3
48,22,1,48,196,html-slider-response,196,1011947,3828.0,73.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,-7.0,0.0,7.0,6.0,9.0,7.0,-0.1370852301769629,-0.16280807944152384,4
58,22,1,58,25,html-slider-response,25,173252,6102.0,98.0,0.9,question_agency,question_agency_line,0.0,0.0,8.0,0.0,7.0,7.0,12.0,12.0,0.17201860274244127,0.031061963255090003,5
54,22,1,54,71,html-slider-response,71,397504,5031.0,99.0,0.9,question_agency,question_agency_line,0.0,0.0,9.0,0.0,7.0,8.0,11.0,8.0,-0.2207913356083606,0.03950950425164236,1
56,22,1,56,117,html-slider-response,117,623941,4998.0,96.0,0.9,question_agency,question_agency_line,0.0,0.0,6.0,0.0,7.0,6.0,9.0,8.0,0.20317689115475918,-0.04335368874354024,2
55,22,1,55,137,html-slider-response,137,727495,3430.0,98.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,8.0,0.0,6.0,8.0,10.0,8.0,-0.06828776087539244,-0.30441945706518125,3
59,22,1,59,165,html-slider-response,165,862993,11826.0,96.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,6.0,0.0,8.0,9.0,10.0,6.0,0.09103748702111589,-0.13066691477982437,4
57,22,1,57,211,html-slider-response,211,1074250,3831.0,94.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,4.0,0.0,7.0,5.0,8.0,8.0,0.33177877179217435,-0.033810964589993164,5
65,22,1,65,40,html-slider-response,40,244487,4511.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,6.0,7.0,12.0,9.0,0.016246289773766482,-0.437035324692286,1
63,22,1,63,68,html-slider-response,68,383456,6373.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,10.0,7.0,9.0,11.0,0.11043615124488196,-0.022194028242453187,2
64,22,1,64,111,html-slider-response,111,597759,3908.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,7.0,8.0,12.0,11.0,0.3441606884058565,-0.0034486582801553905,3
61,22,1,61,143,html-slider-response,143,754895,4745.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,8.0,4.0,10.0,7.0,-0.035181137180560776,-0.05676149655331746,4
60,22,1,60,162,html-slider-response,162,842145,6497.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,8.0,7.0,12.0,9.0,-0.13646507454010523,0.16600683692943413,5
62,22,1,62,202,html-slider-response,202,1036631,3793.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,8.0,8.0,11.0,6.0,-0.12730306098091518,0.008213279721383752,1
5,23,1,5,34,html-slider-response,34,244984,4347.0,0.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,9.0,5.0,10.0,15.0,-0.14801598080841638,-0.16228713318428262,1
4,23,1,4,59,html-slider-response,59,358297,2333.0,0.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,8.0,7.0,10.0,6.0,-0.2029505671211196,-0.21059536930686298,2
2,23,1,2,117,html-slider-response,117,623154,3844.0,0.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,6.0,8.0,10.0,12.0,-0.29248387754317656,-0.0020913344737195074,3
3,23,1,3,134,html-slider-response,134,726586,2705.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,8.0,9.0,10.0,6.0,-0.32238987378774203,0.05469323679950636,4
0,23,1,0,186,html-slider-response,186,1026250,3801.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,6.0,5.0,12.0,15.0,-0.20239337391008083,-0.19659848712597702,5
1,23,1,1,205,html-slider-response,205,1139323,2162.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,8.0,9.0,15.0,16.0,-0.34410290884158623,0.04591417267739994,1
6,23,1,6,37,html-slider-response,37,256211,2221.0,5.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-5.0,0.0,11.0,6.0,21.0,15.0,-0.10842130860046652,-0.3206385738177641,2
10,23,1,10,74,html-slider-response,74,422180,3190.0,3.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-7.0,0.0,8.0,6.0,6.0,18.0,-0.23096221545306278,0.026578197154177797,3
7,23,1,7,108,html-slider-response,108,570092,5603.0,9.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-1.0,0.0,6.0,9.0,17.0,8.0,0.08578878178619916,0.08141688110698109,4
8,23,1,8,149,html-slider-response,149,792511,3867.0,1.0,0.1,question_agency,question_agency_line,0.0,0.0,-9.0,0.0,7.0,7.0,24.0,10.0,-0.3204208051466702,0.09384008651816589,5
11,23,1,11,162,html-slider-response,162,923497,2653.0,2.0,0.1,question_agency,question_agency_line,0.0,0.0,-8.0,0.0,6.0,8.0,22.0,6.0,-0.41934340832045136,-0.052458731032514874,1
9,23,1,9,196,html-slider-response,196,1101926,2568.0,0.0,0.1,question_agency,question_agency_line,0.0,0.0,-10.0,0.0,6.0,5.0,28.0,8.0,-0.21791167277101303,-0.3175109130549849,2
